        FINAL POST-CLEARING PRICES AS OF 07/22/20 10:32 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE  ACTUAL VOL       SETT         VOL         INT
1CE Chicago Ethanol (Platts) Calendar Spread Option -
350        ----      ----      ----      ----     .2245  -.0023                  .2268                      31
357        ----      ----      ----      ----     .2127  -.0024                  .2151                       1
E7 FEB21 Henry Hub Natural Gas Last Day Financial Option CALL
240        ----      ----      ----      ----     .6241  -.0043                  .6284                       2
250        ----      ----      ----      ----     .5724  -.0041                  .5765                      23
255        ----      ----      ----      ----     .5486  -.0039                  .5525                     122
260        ----      ----      ----      ----     .5262  -.0037                  .5299                      88
265        ----      ----      ----      ----     .5052  -.0036                  .5088                      81
270        ----      ----      ----      ----     .4855  -.0035                  .4890                     122
275        ----      ----      ----      ----     .4669  -.0034                  .4703                      30
280        ----      ----      ----      ----     .4492  -.0033                  .4525                     110
281        ----      ----      ----      ----     .4458  -.0032                  .4490                       1
282        ----      ----      ----      ----     .4424  -.0032                  .4456                      28
290        ----      ----      ----      ----     .4167  -.0030                  .4197                       9
298        ----      ----      ----      ----     .3932  -.0028                  .3960                      18
300        ----      ----      ----      ----     .3876  -.0028                  .3904                      95
301        ----      ----      ----      ----     .3849  -.0028                  .3877                       9
303        ----      ----      ----      ----     .3795  -.0028                  .3823                       2
305        ----      ----      ----      ----     .3742  -.0027                  .3769                      25
310        ----      ----      ----      ----     .3613  -.0027                  .3640                      69
323        ----      ----      ----      ----     .3304  -.0025                  .3329                      12
325        ----      ----      ----      ----     .3260  -.0025                  .3285                      98
334        ----      ----      ----      ----     .3071  -.0023                  .3094                       3
350        ----      ----      ----      ----     .2772  -.0022                  .2794                      28
357        ----      ----      ----      ----     .2656  -.0021                  .2677                       1
E7 MAR21 Henry Hub Natural Gas Last Day Financial Option CALL
240        ----      ----      ----      ----     .5860  -.0017                  .5877                       2
250        ----      ----      ----      ----     .5406  -.0016                  .5422                       3
255        ----      ----      ----      ----     .5197  -.0016                  .5213                     122
260        ----      ----      ----      ----     .4999  -.0016                  .5015                      91
265        ----      ----      ----      ----     .4812  -.0016                  .4828                      81
270        ----      ----      ----      ----     .4634  -.0016                  .4650                     122
275        ----      ----      ----      ----     .4467  -.0014                  .4481                      30
280        ----      ----      ----      ----     .4309  -.0013                  .4322                     116
281        ----      ----      ----      ----     .4279  -.0012                  .4291                       1
282        ----      ----      ----      ----     .4248  -.0012                  .4260                      31
290        ----      ----      ----      ----     .4019  -.0010                  .4029                       9
298        ----      ----      ----      ----     .3810  -.0006                  .3816                      18
300        ----      ----      ----      ----     .3760  -.0006                  .3766                     101
301        ----      ----      ----      ----     .3735  -.0006                  .3741                       9
303        ----      ----      ----      ----     .3687  -.0005                  .3692                       2
305        ----      ----      ----      ----     .3640  -.0004                  .3644                      25
310        ----      ----      ----      ----     .3527  -.0003                  .3530                      69
323        ----      ----      ----      ----     .3261    UNCH                  .3261                      12
325        ----      ----      ----      ----     .3223    UNCH                  .3223                     103
334        ----      ----      ----      ----     .3062  +.0002                  .3060                       3
350        ----      ----      ----      ----     .2806  +.0006                  .2800                      33
357        ----      ----      ----      ----     .2704  +.0007                  .2697                       1
375        ----      ----      ----      ----     .2472  +.0012                  .2460                       2
400        ----      ----      ----      ----     .2202  +.0017                  .2185                       2
E7 APR21 Henry Hub Natural Gas Last Day Financial Option CALL
200        ----      ----      ----      ----     .5702  +.0087                  .5615
210        ----      ----      ----      ----     .5023  +.0087                  .4936
220        ----      ----      ----      ----     .4403  +.0086                  .4317
250        ----      ----      ----      ----     .2893  +.0079                  .2814                      25
253        ----      ----      ----      ----     .2770  +.0078                  .2692                      19
255        ----      ----      ----      ----     .2691  +.0078                  .2613                     122
260        ----      ----      ----      ----     .2501  +.0076                  .2425                      60
265        ----      ----      ----      ----     .2322  +.0074                  .2248                      85
270        ----      ----      ----      ----     .2156  +.0072                  .2084                     122
272        ----      ----      ----      ----     .2092  +.0071                  .2021                       2
275        ----      ----      ----      ----     .2001  +.0070                  .1931                      43
280        ----      ----      ----      ----     .1856  +.0068                  .1788                     114
281        ----      ----      ----      ----     .1829  +.0068                  .1761                       1
282        ----      ----      ----      ----     .1801  +.0067                  .1734                      30
285        ----      ----      ----      ----     .1722  +.0066                  .1656                      25
290        ----      ----      ----      ----     .1598  +.0064                  .1534                      14
295        ----      ----      ----      ----     .1483  +.0061                  .1422                       2
300        ----      ----      ----      ----     .1379  +.0059                  .1320                      94
303        ----      ----      ----      ----     .1320  +.0058                  .1262                       2
305        ----      ----      ----      ----     .1283  +.0057                  .1226                      27
310        ----      ----      ----      ----     .1195  +.0055                  .1140                      69
323        ----      ----      ----      ----     .0997  +.0049                  .0948                      12
325        ----      ----      ----      ----     .0970  +.0048                  .0922                      76
350        ----      ----      ----      ----     .0709  +.0039                  .0670                      30
E7 MAY21 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .2464  +.0041                  .2423                      25
253        ----      ----      ----      ----     .2336  +.0039                  .2297                      19
255        ----      ----      ----      ----     .2253  +.0038                  .2215                     122
260        ----      ----      ----      ----     .2057  +.0036                  .2021                      60
265        ----      ----      ----      ----     .1874  +.0033                  .1841                      85
270        ----      ----      ----      ----     .1703  +.0030                  .1673                     122
272        ----      ----      ----      ----     .1639  +.0030                  .1609                       2
275        ----      ----      ----      ----     .1546  +.0028                  .1518                      45
280        ----      ----      ----      ----     .1403  +.0025                  .1378                     116
281        ----      ----      ----      ----     .1377  +.0025                  .1352                       1
282        ----      ----      ----      ----     .1350  +.0024                  .1326                      31
285        ----      ----      ----      ----     .1274  +.0024                  .1250                      25
290        ----      ----      ----      ----     .1155  +.0022                  .1133                      14
295        ----      ----      ----      ----     .1046  +.0020                  .1026                       2
300        ----      ----      ----      ----     .0947  +.0018                  .0929                      97
303        ----      ----      ----      ----     .0892  +.0016                  .0876                       2
305        ----      ----      ----      ----     .0858  +.0016                  .0842                      27
310        ----      ----      ----      ----     .0778  +.0015                  .0763                      69
323        ----      ----      ----      ----     .0603  +.0011                  .0592                      12
325        ----      ----      ----      ----     .0580  +.0011                  .0569                      76
350        ----      ----      ----      ----     .0360  +.0007                  .0353                      31
E7 JUN21 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .2694  +.0037                  .2657                      32
253        ----      ----      ----      ----     .2558  +.0036                  .2522                      19
255        ----      ----      ----      ----     .2470  +.0035                  .2435                     122
260        ----      ----      ----      ----     .2260  +.0032                  .2228                      60
265        ----      ----      ----      ----     .2064  +.0030                  .2034                      85
270        ----      ----      ----      ----     .1882  +.0029                  .1853                     122
272        ----      ----      ----      ----     .1812  +.0027                  .1785                       2
275        ----      ----      ----      ----     .1712  +.0027                  .1685                      42
280        ----      ----      ----      ----     .1555  +.0024                  .1531                     114
281        ----      ----      ----      ----     .1525  +.0023                  .1502                       1
282        ----      ----      ----      ----     .1496  +.0023                  .1473                      30
285        ----      ----      ----      ----     .1412  +.0021                  .1391                      25
290        ----      ----      ----      ----     .1283  +.0020                  .1263                      14
295        ----      ----      ----      ----     .1164  +.0018                  .1146                       2
300        ----      ----      ----      ----     .1055  +.0017                  .1038                      94
303        ----      ----      ----      ----     .0994  +.0015                  .0979                       2
305        ----      ----      ----      ----     .0956  +.0015                  .0941                      27
310        ----      ----      ----      ----     .0867  +.0014                  .0853                      69
323        ----      ----      ----      ----     .0673  +.0010                  .0663                      12
325        ----      ----      ----      ----     .0648  +.0010                  .0638                      76
350        ----      ----      ----      ----     .0403  +.0006                  .0397                      30
E7 JLY21 Henry Hub Natural Gas Last Day Financial Option CALL
225        ----      ----      ----      ----     .4467  +.0057                  .4410
248        ----      ----      ----      ----     .3161  +.0046                  .3115                      28
250        ----      ----      ----      ----     .3061  +.0044                  .3017                      30
253        ----      ----      ----      ----     .2916  +.0042                  .2874                       9
255        ----      ----      ----      ----     .2822  +.0041                  .2781                     122
260        ----      ----      ----      ----     .2597  +.0039                  .2558                      60
265        ----      ----      ----      ----     .2386  +.0036                  .2350                      85
270        ----      ----      ----      ----     .2188  +.0033                  .2155                     122
275        ----      ----      ----      ----     .2004  +.0032                  .1972                      43
280        ----      ----      ----      ----     .1831  +.0030                  .1801                     116
281        ----      ----      ----      ----     .1797  +.0028                  .1769                       1
282        ----      ----      ----      ----     .1765  +.0028                  .1737                      33
285        ----      ----      ----      ----     .1670  +.0026                  .1644                      25
290        ----      ----      ----      ----     .1523  +.0024                  .1499                      10
295        ----      ----      ----      ----     .1390  +.0022                  .1368                       2
300        ----      ----      ----      ----     .1267  +.0020                  .1247                      97
303        ----      ----      ----      ----     .1198  +.0019                  .1179                       2
305        ----      ----      ----      ----     .1154  +.0018                  .1136                      27
310        ----      ----      ----      ----     .1051  +.0017                  .1034                      69
323        ----      ----      ----      ----     .0825  +.0013                  .0812                      12
325        ----      ----      ----      ----     .0795  +.0013                  .0782                      76
350        ----      ----      ----      ----     .0504  +.0008                  .0496                      31
E7 AUG21 Henry Hub Natural Gas Last Day Financial Option CALL
248        ----      ----      ----      ----     .3332  +.0046                  .3286                      28
250        ----      ----      ----      ----     .3231  +.0045                  .3186                      36
253        ----      ----      ----      ----     .3084  +.0044                  .3040                       9
255        ----      ----      ----      ----     .2988  +.0042                  .2946                     122
260        ----      ----      ----      ----     .2760  +.0040                  .2720                      60
265        ----      ----      ----      ----     .2544  +.0037                  .2507                      85
270        ----      ----      ----      ----     .2342  +.0035                  .2307                     122
275        ----      ----      ----      ----     .2152  +.0032                  .2120                      40
280        ----      ----      ----      ----     .1974  +.0030                  .1944                     116
281        ----      ----      ----      ----     .1940  +.0030                  .1910                       1
282        ----      ----      ----      ----     .1907  +.0030                  .1877                      33
285        ----      ----      ----      ----     .1808  +.0028                  .1780                      25
290        ----      ----      ----      ----     .1655  +.0026                  .1629                      10
295        ----      ----      ----      ----     .1515  +.0023                  .1492                       2
300        ----      ----      ----      ----     .1387  +.0022                  .1365                      97
303        ----      ----      ----      ----     .1314  +.0020                  .1294                       2
305        ----      ----      ----      ----     .1268  +.0020                  .1248                      27
310        ----      ----      ----      ----     .1159  +.0018                  .1141                      69
323        ----      ----      ----      ----     .0917  +.0014                  .0903                      12
325        ----      ----      ----      ----     .0885  +.0014                  .0871                      76
350        ----      ----      ----      ----     .0570  +.0008                  .0562                      31
E7 SEP21 Henry Hub Natural Gas Last Day Financial Option CALL
230        ----      ----      ----      ----     .4319  +.0055                  .4264
248        ----      ----      ----      ----     .3335  +.0047                  .3288                      28
250        ----      ----      ----      ----     .3236  +.0046                  .3190                      25
253        ----      ----      ----      ----     .3092  +.0045                  .3047                       9
255        ----      ----      ----      ----     .2998  +.0043                  .2955                     122
260        ----      ----      ----      ----     .2774  +.0041                  .2733                      60
265        ----      ----      ----      ----     .2563  +.0040                  .2523                      85
270        ----      ----      ----      ----     .2364  +.0036                  .2328                     122
275        ----      ----      ----      ----     .2178  +.0033                  .2145                      38
280        ----      ----      ----      ----     .2003  +.0028                  .1975                     114
281        ----      ----      ----      ----     .1969  +.0026                  .1943                       1
282        ----      ----      ----      ----     .1936  +.0026                  .1910                      32
285        ----      ----      ----      ----     .1839  +.0022                  .1817                      25
290        ----      ----      ----      ----     .1688  +.0018                  .1670                      10
295        ----      ----      ----      ----     .1549  +.0015                  .1534                       2
300        ----      ----      ----      ----     .1422  +.0013                  .1409                      94
303        ----      ----      ----      ----     .1350  +.0012                  .1338                       2
305        ----      ----      ----      ----     .1304  +.0011                  .1293                      27
310        ----      ----      ----      ----     .1196  +.0011                  .1185                      69
323        ----      ----      ----      ----     .0954  +.0007                  .0947                      12
325        ----      ----      ----      ----     .0922  +.0007                  .0915                      76
350        ----      ----      ----      ----     .0604  +.0007                  .0597                      30
E7 OCT21 Henry Hub Natural Gas Last Day Financial Option CALL
248        ----      ----      ----      ----     .3563  +.0041                  .3522                      28
250        ----      ----      ----      ----     .3463  +.0040                  .3423                      16
253        ----      ----      ----      ----     .3317  +.0039                  .3278                       9
255        ----      ----      ----      ----     .3222  +.0038                  .3184                     122
260        ----      ----      ----      ----     .2995  +.0037                  .2958                      60
265        ----      ----      ----      ----     .2779  +.0034                  .2745                      85
270        ----      ----      ----      ----     .2576  +.0032                  .2544                     122
275        ----      ----      ----      ----     .2385  +.0030                  .2355                      36
280        ----      ----      ----      ----     .2205  +.0029                  .2176                     116
281        ----      ----      ----      ----     .2170  +.0028                  .2142                       1
282        ----      ----      ----      ----     .2135  +.0027                  .2108                      31
285        ----      ----      ----      ----     .2035  +.0027                  .2008                      25
290        ----      ----      ----      ----     .1876  +.0024                  .1852                      10
295        ----      ----      ----      ----     .1730  +.0022                  .1708                       2
300        ----      ----      ----      ----     .1596  +.0021                  .1575                      97
303        ----      ----      ----      ----     .1520  +.0020                  .1500                       2
305        ----      ----      ----      ----     .1471  +.0019                  .1452                      27
310        ----      ----      ----      ----     .1356  +.0018                  .1338                      69
323        ----      ----      ----      ----     .1095  +.0014                  .1081                      12
325        ----      ----      ----      ----     .1060  +.0014                  .1046                      76
350        ----      ----      ----      ----     .0709  +.0009                  .0700                      31
E7 NOV21 Henry Hub Natural Gas Last Day Financial Option CALL
248        ----      ----      ----      ----     .4012  +.0030                  .3982                      28
253        ----      ----      ----      ----     .3782  +.0029                  .3753                       9
255        ----      ----      ----      ----     .3693  +.0028                  .3665                     122
260        ----      ----      ----      ----     .3479  +.0026                  .3453                      60
265        ----      ----      ----      ----     .3279  +.0024                  .3255                      85
270        ----      ----      ----      ----     .3093  +.0023                  .3070                     122
275        ----      ----      ----      ----     .2918  +.0021                  .2897                      41
280        ----      ----      ----      ----     .2754  +.0021                  .2733                     114
281        ----      ----      ----      ----     .2722  +.0020                  .2702                       1
282        ----      ----      ----      ----     .2690  +.0019                  .2671                      30
285        ----      ----      ----      ----     .2598  +.0019                  .2579                      25
290        ----      ----      ----      ----     .2452  +.0017                  .2435                       5
300        ----      ----      ----      ----     .2188  +.0016                  .2172                      94
305        ----      ----      ----      ----     .2067  +.0014                  .2053                      25
310        ----      ----      ----      ----     .1954  +.0014                  .1940                      69
323        ----      ----      ----      ----     .1689  +.0011                  .1678                      12
325        ----      ----      ----      ----     .1652  +.0011                  .1641                      76
350        ----      ----      ----      ----     .1259  +.0008                  .1251                      30
E7 DEC21 Henry Hub Natural Gas Last Day Financial Option CALL
248        ----      ----      ----      ----     .5117  +.0029                  .5088                      28
253        ----      ----      ----      ----     .4860  +.0028                  .4832                       9
255        ----      ----      ----      ----     .4761  +.0028                  .4733                     122
260        ----      ----      ----      ----     .4522  +.0027                  .4495                      60
265        ----      ----      ----      ----     .4295  +.0026                  .4269                      85
270        ----      ----      ----      ----     .4079  +.0025                  .4054                     122
275        ----      ----      ----      ----     .3873  +.0023                  .3850                      35
280        ----      ----      ----      ----     .3680  +.0022                  .3658                     116
281        ----      ----      ----      ----     .3642  +.0021                  .3621                       1
282        ----      ----      ----      ----     .3606  +.0022                  .3584                      31
285        ----      ----      ----      ----     .3498  +.0021                  .3477                      25
290        ----      ----      ----      ----     .3326  +.0020                  .3306                       5
300        ----      ----      ----      ----     .3008  +.0018                  .2990                      97
305        ----      ----      ----      ----     .2861  +.0017                  .2844                      25
310        ----      ----      ----      ----     .2722  +.0016                  .2706                      69
323        ----      ----      ----      ----     .2396  +.0014                  .2382                      12
325        ----      ----      ----      ----     .2350  +.0014                  .2336                      76
350        ----      ----      ----      ----     .1847  +.0011                  .1836                      37
375        ----      ----      ----      ----     .1463  +.0009                  .1454                      12
400        ----      ----      ----      ----     .1170  +.0007                  .1163                       6
E7 JAN22 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .6159  +.0022                  .6137
300        ----      ----      ----      ----     .4265  +.0016                  .4249                      93
319        ----      ----      ----      ----     .3767  +.0014                  .3753                      10
325        ----      ----      ----      ----     .3628  +.0013                  .3615                     191
350        ----      ----      ----      ----     .3133  +.0011                  .3122                      14
375        ----      ----      ----      ----     .2740  +.0009                  .2731                       8
400        ----      ----      ----      ----     .2426  +.0007                  .2419                       4
E7 FEB22 Henry Hub Natural Gas Last Day Financial Option CALL
300        ----      ----      ----      ----     .4393  +.0016                  .4377                      84
319        ----      ----      ----      ----     .3910  +.0014                  .3896                      10
325        ----      ----      ----      ----     .3775  +.0014                  .3761                     191
350        ----      ----      ----      ----     .3289  +.0012                  .3277                      13
375        ----      ----      ----      ----     .2898  +.0011                  .2887                       6
400        ----      ----      ----      ----     .2582  +.0009                  .2573                       3
E7 MAR22 Henry Hub Natural Gas Last Day Financial Option CALL
300        ----      ----      ----      ----     .4005  +.0017                  .3988                      93
319        ----      ----      ----      ----     .3589  +.0015                  .3574                      10
325        ----      ----      ----      ----     .3473  +.0014                  .3459                     191
350        ----      ----      ----      ----     .3051  +.0013                  .3038                      15
E7 APR22 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .1908  +.0018                  .1890                       6
272        ----      ----      ----      ----     .1305  +.0013                  .1292                      46
300        ----      ----      ----      ----     .0810  +.0009                  .0801                      90
325        ----      ----      ----      ----     .0546  +.0006                  .0540                     191
350        ----      ----      ----      ----     .0381  +.0005                  .0376                      10
E7 MAY22 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .1624  +.0017                  .1607                       2
272        ----      ----      ----      ----     .1076  +.0012                  .1064                      46
300        ----      ----      ----      ----     .0647  +.0008                  .0639                      93
325        ----      ----      ----      ----     .0430  +.0005                  .0425                     191
350        ----      ----      ----      ----     .0298  +.0004                  .0294                      10
E7 JUN22 Henry Hub Natural Gas Last Day Financial Option CALL
250        ----      ----      ----      ----     .1759  +.0019                  .1740                       2
272        ----      ----      ----      ----     .1168  +.0014                  .1154                      46
300        ----      ----      ----      ----     .0699  +.0009                  .0690                      90
325        ----      ----      ----      ----     .0463  +.0007                  .0456                     191
350        ----      ----      ----      ----     .0319  +.0005                  .0314                      10
E7 JLY22 Henry Hub Natural Gas Last Day Financial Option CALL
272        ----      ----      ----      ----     .1324  +.0022                  .1302                      46
300        ----      ----      ----      ----     .0801  +.0015                  .0786                      93
325        ----      ----      ----      ----     .0531  +.0011                  .0520                     191
350        ----      ----      ----      ----     .0366  +.0007                  .0359                      10
E7 AUG22 Henry Hub Natural Gas Last Day Financial Option CALL
272        ----      ----      ----      ----     .1388  +.0026                  .1362                      46
300        ----      ----      ----      ----     .0845  +.0017                  .0828                      93
325        ----      ----      ----      ----     .0562  +.0012                  .0550                     191
350        ----      ----      ----      ----     .0389  +.0009                  .0380                      10
E7 SEP22 Henry Hub Natural Gas Last Day Financial Option CALL
272        ----      ----      ----      ----     .1395  +.0025                  .1370                      46
300        ----      ----      ----      ----     .0859  +.0018                  .0841                      90
325        ----      ----      ----      ----     .0576  +.0012                  .0564                     191
350        ----      ----      ----      ----     .0402  +.0009                  .0393                      10
E7 OCT22 Henry Hub Natural Gas Last Day Financial Option CALL
272        ----      ----      ----      ----     .1523  +.0026                  .1497                      46
300        ----      ----      ----      ----     .0953  +.0019                  .0934                      93
325        ----      ----      ----      ----     .0644  +.0013                  .0631                     191
350        ----      ----      ----      ----     .0453  +.0010                  .0443                      10
E7 NOV22 Henry Hub Natural Gas Last Day Financial Option CALL
272        ----      ----      ----      ----     .1992  +.0032                  .1960                      46
300        ----      ----      ----      ----     .1507  +.0026                  .1481                      90
325        ----      ----      ----      ----     .1119  +.0020                  .1099                     191
350        ----      ----      ----      ----     .0821  +.0015                  .0806                      10
E7 DEC22 Henry Hub Natural Gas Last Day Financial Option CALL
272        ----      ----      ----      ----     .3131  +.0042                  .3089                      46
300        ----      ----      ----      ----     .2342  +.0031                  .2311                      93
325        ----      ----      ----      ----     .1907  +.0027                  .1880                     191
350        ----      ----      ----      ----     .1502  +.0022                  .1480                      10
E7 JAN23 Henry Hub Natural Gas Last Day Financial Option CALL
200        ----      ----      ----      ----     .8368  +.0077                  .8291
350        ----      ----      ----      ----     .2506  +.0028                  .2478                      10
411        ----      ----      ----      ----     .1856  +.0021                  .1835                      55
E7 FEB23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .2659  +.0028                  .2631                      10
411        ----      ----      ----      ----     .2004  +.0022                  .1982                      55
E7 MAR23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .2465  +.0025                  .2440                      10
411        ----      ----      ----      ----     .1860  +.0020                  .1840                      55
E7 APR23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .0652  +.0008                  .0644                      10
E7 MAY23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .0586  +.0008                  .0578                      10
E7 JUN23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .0594  +.0008                  .0586                      10
E7 JLY23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .0612  +.0009                  .0603                      10
E7 AUG23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .0619  +.0009                  .0610                      10
E7 SEP23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .0624  +.0008                  .0616                      10
E7 OCT23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .0649  +.0007                  .0642                      10
E7 NOV23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .0685  +.0011                  .0674                      10
E7 DEC23 Henry Hub Natural Gas Last Day Financial Option CALL
350        ----      ----      ----      ----     .1054  +.0019                  .1035                      10
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                                                    18037
E7 AUG20 Henry Hub Natural Gas Last Day Financial Option PUT
150        ----      ----      ----      ----     .0104  -.0005                  .0109                      44
160        ----      ----      ----      ----     .0311  -.0034                  .0345                     125
165        ----      ----      ----      ----     .0494  -.0054                  .0548                      75
175        ----      ----      ----      ----     .1025  -.0088                  .1113                     139
180        ----      ----      ----      ----     .1386  -.0088                  .1474                      15
190        ----      ----      ----      ----     .2250  -.0076                  .2326                     600
200        ----      ----      ----      ----     .3210  -.0069                  .3279                     641
209        ----      ----      ----      ----     .4101  -.0067                  .4168                      62
220        ----      ----      ----      ----     .5200  -.0064                  .5264                      42
230        ----      ----      ----      ----     .6196  -.0062                  .6258                      11
250        ----      ----      ----      ----     .8192  -.0060                  .8252                      33
253        ----      ----      ----      ----     .8491  -.0061                  .8552                      22
255        ----      ----      ----      ----     .8691  -.0060                  .8751                      62
E7 SEP20 Henry Hub Natural Gas Last Day Financial Option PUT
150        ----      ----      ----      ----     .0584  -.0009                  .0593                      44
165        ----      ----      ----      ----     .1104  -.0011                  .1115                      75
175        ----      ----      ----      ----     .1581  -.0011                  .1592                      15
180        ----      ----      ----      ----     .1858  -.0011                  .1869                      15
190        ----      ----      ----      ----     .2496  -.0013                  .2509                     600
200        ----      ----      ----      ----     .3236  -.0017                  .3253                     640
209        ----      ----      ----      ----     .3976  -.0029                  .4005                      60
220        ----      ----      ----      ----     .4964  -.0044                  .5008                      41
230        ----      ----      ----      ----     .5913  -.0045                  .5958                      10
250        ----      ----      ----      ----     .7871  -.0043                  .7914                      33
253        ----      ----      ----      ----     .8168  -.0042                  .8210                      15
255        ----      ----      ----      ----     .8366  -.0041                  .8407                      60
E7 OCT20 Henry Hub Natural Gas Last Day Financial Option PUT
150        ----      ----      ----      ----     .0807  +.0024                  .0783                      44
175        ----      ----      ----      ----     .1678  +.0019                  .1659                      13
180        ----      ----      ----      ----     .1903  +.0016                  .1887                      15
190        ----      ----      ----      ----     .2414  +.0016                  .2398                     600
200        ----      ----      ----      ----     .3001  +.0018                  .2983                     641
209        ----      ----      ----      ----     .3598  +.0017                  .3581                      62
220        ----      ----      ----      ----     .4398  +.0012                  .4386                      42
230        ----      ----      ----      ----     .5187  +.0004                  .5183                      10
250        ----      ----      ----      ----     .6919  -.0015                  .6934                      33
255        ----      ----      ----      ----     .7376  -.0016                  .7392                      62
E7 NOV20 Henry Hub Natural Gas Last Day Financial Option PUT
180        ----      ----      ----      ----     .0770  +.0047                  .0723                      15
200        ----      ----      ----      ----     .1372  +.0073                  .1299                      29
209        ----      ----      ----      ----     .1723  +.0084                  .1639                      60
220        ----      ----      ----      ----     .2222  +.0099                  .2123                      39
225        ----      ----      ----      ----     .2474  +.0106                  .2368                       2
230        ----      ----      ----      ----     .2741  +.0112                  .2629                      19
234        ----      ----      ----      ----     .2965  +.0117                  .2848                       5
240        ----      ----      ----      ----     .3318  +.0125                  .3193                       3
250        ----      ----      ----      ----     .3952  +.0138                  .3814                      46
255        ----      ----      ----      ----     .4289  +.0144                  .4145                      60
E7 DEC20 Henry Hub Natural Gas Last Day Financial Option PUT
180        ----      ----      ----      ----     .0287  +.0006                  .0281                      15
200        ----      ----      ----      ----     .0510  +.0030                  .0480                      31
209        ----      ----      ----      ----     .0669  +.0033                  .0636                      62
220        ----      ----      ----      ----     .0926  +.0043                  .0883                      40
225        ----      ----      ----      ----     .1073  +.0050                  .1023                       2
230        ----      ----      ----      ----     .1240  +.0057                  .1183                      19
234        ----      ----      ----      ----     .1388  +.0062                  .1326                       5
240        ----      ----      ----      ----     .1633  +.0068                  .1565                       3
250        ----      ----      ----      ----     .2092  +.0071                  .2021                      46
255        ----      ----      ----      ----     .2344  +.0072                  .2272                      62
E7 JAN21 Henry Hub Natural Gas Last Day Financial Option PUT
200        ----      ----      ----      ----     .0601  +.0008                  .0593                      30
220        ----      ----      ----      ----     .1056  +.0013                  .1043                      47
225        ----      ----      ----      ----     .1208  +.0014                  .1194                     142
230        ----      ----      ----      ----     .1376  +.0016                  .1360                      11
234        ----      ----      ----      ----     .1520  +.0018                  .1502                       5
240        ----      ----      ----      ----     .1752  +.0020                  .1732                      39
245        ----      ----      ----      ----     .1962  +.0022                  .1940                      62
250        ----      ----      ----      ----     .2187  +.0023                  .2164                     133
E7 FEB21 Henry Hub Natural Gas Last Day Financial Option PUT
200        ----      ----      ----      ----     .0895  +.0008                  .0887                      24
220        ----      ----      ----      ----     .1476  +.0012                  .1464                      44
225        ----      ----      ----      ----     .1655  +.0013                  .1642                     142
230        ----      ----      ----      ----     .1846  +.0014                  .1832                      11
234        ----      ----      ----      ----     .2009  +.0015                  .1994                       5
240        ----      ----      ----      ----     .2272  +.0017                  .2255                      36
245        ----      ----      ----      ----     .2507  +.0018                  .2489                      56
250        ----      ----      ----      ----     .2755  +.0019                  .2736                     130
E7 MAR21 Henry Hub Natural Gas Last Day Financial Option PUT
